ID	text,image	text,image	text,image
8632	neutral,positive	positive,positive	positive,positive
8633	positive,positive	positive,positive	neutral,neutral
8634	positive,positive	neutral,neutral	positive,positive
8635	neutral,neutral	neutral,positive	neutral,neutral
8636	positive,negative	positive,positive	neutral,neutral
8637	neutral,neutral	positive,positive	positive,positive
8638	positive,positive	negative,negative	neutral,negative
8639	negative,positive	positive,neutral	neutral,positive
8640	neutral,neutral	neutral,neutral	neutral,neutral
8641	negative,neutral	neutral,neutral	neutral,neutral
8642	positive,neutral	neutral,neutral	neutral,neutral
8643	neutral,neutral	positive,neutral	positive,neutral
8644	neutral,neutral	negative,neutral	negative,negative
8645	positive,neutral	negative,negative	neutral,neutral
8646	positive,positive	positive,positive	neutral,neutral
8647	negative,neutral	neutral,neutral	positive,positive
8648	neutral,positive	negative,negative	neutral,positive
8649	neutral,positive	negative,neutral	neutral,neutral
8650	neutral,neutral	neutral,neutral	negative,negative
8652	neutral,neutral	positive,negative	neutral,neutral
8653	neutral,negative	negative,neutral	neutral,neutral
8654	positive,neutral	negative,negative	neutral,neutral
8655	neutral,neutral	neutral,neutral	neutral,neutral
8656	positive,positive	negative,positive	neutral,neutral
8657	neutral,negative	negative,negative	positive,positive
8658	neutral,positive	positive,positive	positive,positive
8659	positive,positive	neutral,positive	positive,positive
8661	negative,negative	positive,negative	neutral,negative
8662	positive,positive	neutral,positive	positive,positive
8663	neutral,neutral	negative,positive	neutral,neutral
8664	positive,positive	positive,positive	neutral,neutral
8665	neutral,neutral	neutral,neutral	positive,positive
8666	neutral,negative	positive,positive	positive,positive
8667	neutral,neutral	neutral,neutral	neutral,positive
8668	neutral,neutral	positive,positive	negative,neutral
8669	positive,negative	neutral,negative	positive,negative
8670	neutral,neutral	positive,positive	neutral,negative
8671	positive,positive	neutral,neutral	positive,neutral
8672	neutral,neutral	neutral,neutral	neutral,neutral
8673	neutral,neutral	negative,negative	positive,positive
8674	neutral,neutral	positive,neutral	neutral,neutral
8675	neutral,neutral	negative,neutral	negative,negative
8676	neutral,negative	neutral,negative	neutral,neutral
8677	positive,positive	positive,positive	positive,positive
8678	negative,neutral	negative,neutral	neutral,neutral
8679	negative,neutral	neutral,positive	positive,positive
8680	neutral,negative	negative,negative	neutral,neutral
8681	neutral,neutral	neutral,positive	neutral,neutral
8682	positive,positive	neutral,neutral	neutral,neutral
8683	positive,positive	positive,positive	neutral,neutral
8684	neutral,neutral	neutral,neutral	neutral,neutral
8685	neutral,negative	positive,negative	positive,positive
8686	neutral,negative	positive,positive	neutral,neutral
8687	neutral,negative	negative,negative	positive,neutral
8688	neutral,neutral	neutral,neutral	neutral,neutral
8689	positive,positive	neutral,positive	neutral,positive
8690	positive,positive	negative,negative	negative,neutral
8691	negative,neutral	negative,neutral	neutral,neutral
8692	negative,negative	negative,negative	positive,neutral
8693	negative,neutral	neutral,positive	positive,negative
8694	neutral,neutral	neutral,neutral	neutral,neutral
8695	positive,neutral	positive,neutral	positive,neutral
8696	positive,positive	positive,positive	neutral,neutral
8697	negative,negative	neutral,neutral	positive,neutral
8698	positive,negative	negative,negative	neutral,positive
8699	negative,positive	negative,negative	positive,positive
8700	positive,positive	neutral,neutral	positive,positive
8701	positive,positive	positive,positive	neutral,neutral
8702	positive,positive	negative,negative	neutral,neutral
8703	positive,negative	negative,negative	neutral,neutral
8704	neutral,negative	neutral,neutral	neutral,negative
8705	positive,positive	neutral,neutral	neutral,neutral
8706	positive,positive	positive,positive	neutral,neutral
8707	positive,positive	negative,neutral	neutral,neutral
8708	positive,neutral	positive,positive	positive,positive
8709	negative,negative	negative,negative	neutral,neutral
8710	positive,neutral	positive,positive	neutral,positive
8711	neutral,positive	neutral,neutral	neutral,neutral
8712	neutral,negative	neutral,positive	neutral,neutral
8713	positive,neutral	neutral,neutral	positive,neutral
8714	neutral,positive	positive,positive	neutral,neutral
8715	positive,negative	neutral,neutral	positive,positive
8716	positive,positive	positive,positive	positive,positive
8717	neutral,neutral	neutral,negative	negative,negative
8718	positive,neutral	negative,negative	neutral,neutral
8719	positive,positive	neutral,neutral	positive,negative
8720	neutral,neutral	neutral,negative	negative,negative
8721	positive,positive	positive,positive	positive,positive
8722	positive,positive	neutral,neutral	neutral,positive
8723	neutral,negative	neutral,negative	neutral,neutral
8724	positive,positive	neutral,neutral	neutral,neutral
8725	neutral,positive	neutral,positive	neutral,negative
8726	neutral,negative	neutral,negative	neutral,neutral
8727	positive,positive	neutral,positive	positive,positive
8729	neutral,positive	positive,negative	neutral,neutral
8730	neutral,positive	positive,positive	neutral,neutral
8731	positive,positive	positive,positive	neutral,neutral
8732	neutral,neutral	positive,positive	neutral,neutral
8733	neutral,negative	neutral,negative	neutral,neutral
8734	neutral,neutral	neutral,positive	neutral,neutral
8735	positive,positive	neutral,neutral	neutral,neutral
8736	neutral,neutral	neutral,positive	positive,positive
8737	positive,neutral	positive,positive	positive,neutral
8739	neutral,negative	negative,negative	neutral,negative
8740	positive,positive	positive,positive	positive,positive
8741	neutral,neutral	positive,neutral	negative,negative
8742	positive,negative	neutral,neutral	positive,positive
8743	negative,negative	neutral,neutral	positive,positive
8744	positive,positive	neutral,neutral	positive,positive
8745	positive,negative	positive,neutral	positive,neutral
8746	positive,positive	neutral,neutral	positive,positive
8747	neutral,neutral	positive,neutral	neutral,negative
8748	neutral,neutral	neutral,negative	neutral,neutral
8749	negative,neutral	positive,positive	neutral,neutral
8750	positive,positive	neutral,neutral	positive,positive
8751	neutral,positive	positive,positive	neutral,positive
8752	neutral,neutral	neutral,positive	positive,positive
8753	neutral,negative	neutral,negative	neutral,neutral
8754	neutral,negative	negative,negative	neutral,neutral
8755	positive,neutral	positive,neutral	neutral,neutral
8756	positive,positive	positive,positive	neutral,neutral
8757	positive,positive	neutral,negative	positive,neutral
8758	positive,positive	positive,positive	positive,positive
8759	positive,negative	positive,negative	neutral,neutral
8760	neutral,neutral	positive,positive	positive,positive
8761	neutral,neutral	neutral,positive	neutral,neutral
8762	negative,negative	neutral,neutral	neutral,neutral
8763	neutral,neutral	neutral,neutral	positive,neutral
8764	positive,neutral	positive,neutral	negative,negative
8765	positive,positive	negative,negative	negative,neutral
8766	neutral,neutral	neutral,neutral	neutral,neutral
8767	positive,neutral	neutral,neutral	positive,neutral
8768	neutral,positive	positive,positive	positive,positive
8769	positive,positive	neutral,neutral	positive,neutral
8770	neutral,neutral	neutral,positive	negative,neutral
8771	neutral,neutral	negative,negative	neutral,neutral
8772	positive,positive	neutral,positive	positive,positive
8773	positive,neutral	neutral,negative	positive,positive
8774	neutral,neutral	neutral,positive	positive,neutral
8775	neutral,negative	neutral,neutral	neutral,negative
8776	positive,positive	positive,neutral	positive,neutral
8777	neutral,negative	neutral,neutral	neutral,neutral
8778	neutral,neutral	positive,positive	positive,positive
8779	positive,neutral	negative,negative	positive,negative
8780	positive,positive	positive,positive	positive,positive
8781	negative,negative	negative,positive	neutral,negative
8782	negative,neutral	negative,neutral	neutral,neutral
8783	neutral,neutral	neutral,neutral	positive,positive
8784	neutral,neutral	negative,negative	negative,neutral
8785	neutral,neutral	neutral,neutral	neutral,neutral
8786	neutral,neutral	positive,negative	neutral,negative
8787	positive,positive	neutral,neutral	positive,negative
8788	neutral,negative	neutral,neutral	neutral,neutral
8789	neutral,neutral	positive,neutral	neutral,neutral
8790	neutral,negative	neutral,neutral	neutral,negative
8791	neutral,neutral	negative,negative	positive,positive
8793	negative,negative	positive,negative	negative,negative
8794	positive,neutral	neutral,neutral	positive,neutral
8795	positive,neutral	neutral,neutral	positive,neutral
8796	neutral,neutral	neutral,neutral	neutral,negative
8797	neutral,positive	neutral,positive	neutral,neutral
8799	positive,positive	neutral,neutral	neutral,neutral
8800	negative,negative	negative,positive	positive,positive
8801	neutral,neutral	positive,positive	negative,positive
8802	neutral,negative	positive,neutral	negative,neutral
8803	neutral,neutral	negative,neutral	neutral,negative
8804	neutral,negative	positive,negative	positive,positive
8805	neutral,positive	neutral,positive	neutral,neutral
8806	neutral,neutral	neutral,neutral	neutral,neutral
8807	negative,positive	positive,positive	negative,negative
8808	positive,positive	neutral,neutral	neutral,positive
8809	negative,negative	positive,negative	neutral,neutral
8811	neutral,positive	positive,neutral	positive,positive
8812	neutral,neutral	positive,neutral	positive,positive
8813	neutral,positive	positive,positive	neutral,neutral
8814	neutral,negative	neutral,negative	neutral,neutral
8815	positive,positive	positive,positive	positive,positive
8816	positive,positive	positive,positive	neutral,neutral
8817	neutral,positive	positive,neutral	positive,positive
8818	positive,neutral	positive,negative	positive,neutral
8819	neutral,neutral	negative,negative	positive,positive
8820	positive,negative	neutral,neutral	positive,positive
8821	negative,negative	negative,negative	neutral,negative
8822	positive,neutral	neutral,neutral	positive,positive
8824	positive,positive	neutral,neutral	neutral,negative
8825	positive,positive	positive,positive	positive,neutral
8826	positive,negative	negative,neutral	positive,positive
8828	neutral,neutral	neutral,neutral	neutral,neutral
8829	neutral,neutral	negative,positive	positive,negative
8830	neutral,neutral	neutral,neutral	neutral,neutral
8831	negative,negative	negative,negative	neutral,neutral
8832	positive,negative	positive,negative	negative,negative
8833	negative,negative	negative,negative	positive,positive
8834	neutral,neutral	positive,positive	neutral,neutral
8835	neutral,neutral	positive,positive	neutral,neutral
8836	positive,negative	positive,positive	positive,neutral
8837	positive,neutral	neutral,negative	neutral,positive
8838	neutral,positive	negative,negative	positive,positive
8839	positive,positive	positive,positive	neutral,neutral
8840	positive,positive	neutral,positive	positive,positive
8841	neutral,neutral	neutral,neutral	neutral,neutral
8842	positive,positive	negative,negative	neutral,neutral
8843	positive,neutral	neutral,positive	neutral,neutral
8844	positive,positive	neutral,neutral	negative,negative
8845	positive,neutral	positive,neutral	positive,positive
8846	negative,negative	positive,positive	positive,neutral
8847	neutral,positive	neutral,neutral	neutral,neutral
8848	positive,neutral	negative,negative	positive,positive
8849	neutral,neutral	positive,neutral	positive,positive
8850	neutral,neutral	neutral,positive	negative,negative
8851	neutral,neutral	negative,negative	positive,positive
8852	neutral,neutral	negative,negative	negative,negative
8853	negative,positive	neutral,positive	neutral,positive
8854	negative,negative	positive,neutral	neutral,neutral
8855	neutral,neutral	neutral,neutral	positive,positive
8856	neutral,positive	neutral,neutral	positive,positive
8857	positive,positive	positive,positive	positive,positive
8858	neutral,neutral	neutral,negative	negative,neutral
8859	negative,negative	neutral,negative	positive,positive
8860	negative,positive	negative,negative	negative,negative
8861	neutral,neutral	positive,positive	positive,negative
8862	neutral,positive	neutral,positive	neutral,positive
8863	positive,positive	positive,neutral	negative,neutral
8864	positive,positive	positive,negative	neutral,neutral
8865	positive,positive	neutral,positive	positive,positive
8866	neutral,negative	neutral,negative	neutral,neutral
8867	positive,positive	positive,positive	positive,positive
8868	neutral,negative	neutral,neutral	positive,positive
8869	neutral,neutral	neutral,neutral	neutral,neutral
8870	negative,negative	neutral,neutral	neutral,negative
8871	positive,positive	positive,positive	positive,positive
8872	neutral,negative	negative,negative	neutral,negative
8873	neutral,negative	neutral,negative	negative,negative
8874	positive,positive	neutral,neutral	positive,neutral
8875	neutral,negative	positive,neutral	negative,negative
8876	positive,positive	neutral,neutral	negative,negative
8877	neutral,neutral	neutral,neutral	positive,positive
8878	neutral,neutral	neutral,neutral	positive,positive
8879	positive,positive	positive,positive	positive,positive
8880	negative,negative	neutral,negative	negative,neutral
8881	positive,positive	positive,positive	positive,positive
8882	neutral,negative	positive,negative	negative,negative
8883	neutral,positive	positive,positive	positive,positive
8884	neutral,neutral	positive,positive	neutral,positive
8885	negative,negative	positive,negative	neutral,negative
8886	neutral,neutral	neutral,neutral	neutral,neutral
8887	positive,positive	positive,positive	neutral,neutral
8888	neutral,negative	neutral,negative	neutral,negative
8889	neutral,positive	neutral,neutral	positive,positive
8890	neutral,negative	neutral,negative	neutral,negative
8891	negative,neutral	negative,neutral	neutral,neutral
8892	positive,positive	positive,positive	negative,negative
8893	neutral,negative	neutral,negative	positive,positive
8894	positive,positive	neutral,negative	positive,positive
8895	positive,negative	neutral,neutral	negative,negative
8896	positive,negative	negative,positive	positive,positive
8897	neutral,neutral	positive,neutral	neutral,neutral
8898	positive,positive	neutral,neutral	positive,neutral
8899	neutral,positive	neutral,neutral	neutral,positive
8900	neutral,positive	neutral,positive	neutral,neutral
8901	neutral,positive	positive,positive	neutral,positive
8902	neutral,neutral	neutral,negative	neutral,negative
8903	positive,positive	positive,positive	positive,positive
8904	neutral,neutral	positive,negative	neutral,neutral
8905	positive,positive	neutral,neutral	positive,positive
8906	neutral,positive	positive,positive	neutral,positive
8907	neutral,negative	positive,neutral	positive,neutral
8908	negative,negative	neutral,neutral	neutral,neutral
8909	neutral,neutral	neutral,neutral	negative,negative
8910	positive,positive	neutral,positive	neutral,neutral
8911	neutral,neutral	neutral,positive	positive,positive
8912	positive,positive	positive,neutral	positive,neutral
8913	negative,positive	negative,negative	negative,positive
8914	positive,positive	positive,positive	positive,positive
8915	positive,neutral	neutral,positive	negative,positive
8916	positive,positive	negative,negative	positive,neutral
8917	positive,positive	neutral,neutral	positive,positive
8918	negative,negative	positive,positive	neutral,neutral
8919	neutral,positive	negative,negative	neutral,positive
8920	positive,neutral	positive,positive	positive,positive
8921	positive,positive	negative,negative	positive,neutral
8922	neutral,neutral	positive,positive	neutral,neutral
8923	neutral,neutral	neutral,neutral	neutral,neutral
8924	neutral,positive	neutral,neutral	neutral,positive
8925	neutral,negative	neutral,negative	positive,positive
8926	neutral,positive	positive,positive	positive,positive
8927	neutral,negative	neutral,positive	neutral,neutral
8928	positive,negative	neutral,neutral	neutral,neutral
8929	neutral,neutral	neutral,neutral	negative,positive
8930	neutral,neutral	neutral,negative	neutral,neutral
8931	negative,negative	positive,negative	neutral,positive
8932	positive,negative	neutral,neutral	neutral,negative
8933	positive,positive	neutral,neutral	positive,positive
8934	positive,negative	neutral,negative	positive,negative
8935	positive,positive	positive,neutral	positive,positive
8936	neutral,neutral	neutral,neutral	neutral,neutral
8937	positive,positive	negative,negative	negative,negative
8938	neutral,neutral	neutral,neutral	positive,neutral
8939	positive,positive	positive,positive	neutral,neutral
8940	negative,negative	negative,negative	neutral,neutral
8941	neutral,positive	positive,neutral	negative,neutral
8942	negative,negative	negative,negative	negative,negative
8943	neutral,neutral	neutral,neutral	neutral,neutral
8944	positive,positive	positive,positive	positive,positive
8945	neutral,neutral	neutral,neutral	neutral,neutral
8946	negative,negative	negative,negative	neutral,neutral
8947	neutral,neutral	positive,positive	positive,positive
8948	neutral,neutral	neutral,neutral	neutral,neutral
8949	neutral,neutral	negative,negative	neutral,positive
8950	neutral,positive	negative,negative	neutral,neutral
8951	neutral,neutral	negative,negative	neutral,neutral
8952	positive,negative	neutral,neutral	neutral,neutral
8953	positive,positive	positive,positive	negative,negative
8954	neutral,neutral	positive,positive	positive,neutral
8955	negative,neutral	neutral,neutral	positive,neutral
8956	neutral,neutral	positive,positive	positive,neutral
8957	neutral,positive	neutral,neutral	neutral,positive
8958	positive,positive	positive,neutral	positive,positive
8959	positive,neutral	positive,neutral	positive,positive
8960	negative,negative	negative,negative	neutral,neutral
8961	negative,positive	neutral,neutral	negative,positive
8962	positive,neutral	positive,neutral	neutral,neutral
8963	neutral,neutral	neutral,positive	positive,positive
8964	positive,neutral	positive,positive	positive,neutral
8965	neutral,neutral	negative,negative	neutral,positive
8966	neutral,positive	positive,positive	neutral,neutral
8967	positive,neutral	neutral,neutral	positive,neutral
8968	neutral,positive	neutral,neutral	neutral,neutral
8969	neutral,neutral	neutral,negative	neutral,neutral
8970	neutral,neutral	neutral,neutral	negative,neutral
8971	neutral,neutral	negative,negative	neutral,positive
8972	neutral,neutral	negative,negative	negative,neutral
8973	negative,negative	positive,negative	negative,negative
8974	negative,neutral	negative,neutral	negative,neutral
8975	negative,positive	neutral,positive	neutral,neutral
8976	neutral,neutral	positive,negative	positive,positive
8977	negative,positive	negative,negative	negative,neutral
8979	neutral,negative	neutral,negative	neutral,neutral
8980	negative,negative	negative,negative	neutral,neutral
8981	neutral,negative	negative,negative	positive,neutral
8982	positive,positive	positive,positive	positive,neutral
8983	negative,negative	neutral,neutral	negative,negative
8984	neutral,negative	neutral,neutral	positive,neutral
8985	neutral,neutral	neutral,positive	negative,positive
8986	neutral,negative	negative,negative	neutral,neutral
8987	neutral,neutral	positive,positive	negative,negative
8988	positive,positive	neutral,neutral	neutral,neutral
8989	negative,negative	positive,neutral	neutral,neutral
8990	negative,neutral	positive,neutral	negative,neutral
8991	neutral,negative	neutral,neutral	neutral,negative
8992	positive,neutral	positive,positive	positive,neutral
8993	neutral,negative	neutral,neutral	neutral,negative
8994	negative,negative	negative,positive	negative,negative
8995	negative,positive	negative,positive	positive,positive
8996	positive,negative	neutral,neutral	neutral,neutral
8997	positive,positive	positive,neutral	negative,positive
8998	negative,positive	negative,neutral	negative,neutral
8999	positive,negative	neutral,neutral	negative,positive
9001	neutral,positive	positive,positive	positive,positive
9002	positive,positive	positive,positive	neutral,neutral
9003	positive,positive	positive,positive	neutral,neutral
9004	neutral,neutral	positive,positive	neutral,positive
9005	neutral,positive	neutral,neutral	neutral,positive
9006	positive,positive	neutral,negative	positive,neutral
9007	neutral,positive	neutral,positive	neutral,neutral
9008	positive,neutral	positive,positive	neutral,neutral
9009	positive,positive	negative,negative	negative,negative
9010	positive,positive	neutral,neutral	positive,positive
9013	neutral,negative	neutral,neutral	neutral,negative
9014	negative,positive	negative,negative	positive,neutral
9015	neutral,positive	neutral,positive	neutral,positive
9016	neutral,negative	negative,negative	neutral,neutral
9017	neutral,negative	neutral,negative	neutral,neutral
9018	neutral,neutral	negative,negative	neutral,neutral
9019	positive,neutral	neutral,negative	positive,positive
9020	positive,neutral	positive,negative	neutral,negative
9021	neutral,neutral	neutral,neutral	neutral,negative
9022	positive,neutral	neutral,neutral	positive,positive
9023	neutral,negative	negative,negative	neutral,negative
9024	negative,negative	neutral,neutral	positive,positive
9025	positive,neutral	neutral,neutral	neutral,neutral
9026	neutral,neutral	neutral,neutral	neutral,neutral
9027	negative,negative	negative,negative	neutral,neutral
9028	neutral,neutral	negative,negative	neutral,negative
9029	neutral,positive	positive,positive	neutral,positive
9030	neutral,negative	neutral,neutral	neutral,negative
9031	neutral,neutral	neutral,neutral	neutral,neutral
9032	neutral,neutral	neutral,neutral	neutral,neutral
9033	positive,positive	positive,positive	positive,neutral
9034	negative,negative	negative,negative	neutral,neutral
9035	neutral,neutral	positive,positive	positive,neutral
9036	positive,positive	positive,positive	positive,positive
9037	neutral,neutral	positive,neutral	neutral,positive
9038	positive,neutral	negative,negative	negative,neutral
9039	negative,positive	neutral,neutral	neutral,neutral
9040	positive,positive	neutral,positive	positive,positive
9041	positive,positive	negative,positive	negative,negative
9042	positive,positive	negative,negative	positive,positive
9043	neutral,neutral	neutral,neutral	neutral,neutral
9044	neutral,positive	neutral,neutral	positive,positive
9045	positive,neutral	positive,positive	positive,positive
9046	neutral,positive	positive,neutral	neutral,neutral
9047	positive,positive	positive,positive	neutral,neutral
9048	neutral,negative	neutral,positive	negative,neutral
9049	positive,neutral	positive,positive	positive,neutral
9050	neutral,positive	positive,neutral	positive,positive
9051	neutral,negative	neutral,negative	neutral,negative
9053	neutral,positive	neutral,positive	neutral,positive
9054	positive,positive	positive,positive	neutral,positive
9055	neutral,neutral	positive,positive	neutral,positive
9056	neutral,neutral	neutral,positive	positive,neutral
9057	positive,positive	positive,positive	positive,positive
9058	positive,neutral	positive,neutral	positive,neutral
9059	neutral,neutral	neutral,neutral	positive,negative
9060	positive,neutral	neutral,positive	neutral,neutral
9061	neutral,neutral	neutral,neutral	neutral,neutral
9062	positive,positive	positive,positive	neutral,neutral
9063	positive,positive	positive,positive	positive,positive
9064	negative,negative	neutral,neutral	neutral,neutral
9065	neutral,positive	neutral,neutral	positive,negative
9066	negative,negative	positive,positive	positive,neutral
9067	neutral,negative	neutral,neutral	neutral,negative
9068	neutral,negative	positive,positive	negative,negative
9069	neutral,neutral	neutral,neutral	negative,negative
9070	neutral,neutral	neutral,neutral	neutral,neutral
9071	neutral,positive	positive,positive	neutral,neutral
9072	negative,negative	positive,neutral	positive,positive
9073	positive,positive	positive,neutral	negative,neutral
9074	positive,neutral	positive,positive	negative,neutral
9075	neutral,neutral	neutral,positive	neutral,neutral
9076	positive,positive	neutral,neutral	negative,positive
9077	positive,neutral	neutral,positive	neutral,neutral
9078	neutral,neutral	positive,positive	positive,positive
9079	negative,negative	neutral,negative	neutral,neutral
9080	neutral,positive	neutral,positive	neutral,positive
9081	positive,negative	negative,negative	neutral,negative
9082	neutral,neutral	neutral,positive	positive,positive
9083	positive,positive	positive,neutral	positive,positive
9084	positive,positive	neutral,neutral	neutral,negative
9085	positive,positive	positive,neutral	neutral,positive
9086	positive,negative	neutral,neutral	neutral,neutral
9087	positive,neutral	positive,neutral	neutral,neutral
9088	positive,positive	positive,positive	neutral,neutral
9089	negative,positive	positive,positive	neutral,neutral
9090	neutral,neutral	positive,positive	negative,negative
9091	neutral,neutral	neutral,positive	neutral,neutral
9092	positive,positive	neutral,neutral	neutral,neutral
9093	positive,neutral	positive,positive	negative,negative
9094	positive,neutral	neutral,positive	neutral,positive
9095	positive,neutral	neutral,neutral	neutral,neutral
9096	positive,positive	negative,neutral	positive,positive
9098	negative,neutral	neutral,neutral	negative,negative
9099	neutral,neutral	positive,positive	neutral,neutral
9100	positive,positive	positive,positive	positive,positive
9101	negative,neutral	negative,positive	neutral,neutral
9102	positive,positive	neutral,neutral	positive,neutral
9103	neutral,neutral	positive,positive	neutral,positive
9104	positive,positive	neutral,neutral	positive,positive
9105	positive,neutral	neutral,neutral	positive,neutral
9106	neutral,negative	neutral,neutral	positive,neutral
9107	neutral,positive	neutral,neutral	neutral,neutral
9108	negative,negative	negative,negative	neutral,neutral
9109	neutral,neutral	positive,positive	neutral,negative
9110	neutral,positive	negative,neutral	negative,negative
9111	neutral,neutral	neutral,neutral	negative,negative
9112	positive,positive	positive,neutral	positive,positive
9113	negative,negative	neutral,neutral	neutral,neutral
9114	neutral,neutral	positive,positive	positive,neutral
9115	neutral,positive	positive,positive	positive,neutral
9116	positive,negative	neutral,positive	positive,negative
9117	negative,negative	neutral,negative	positive,positive
9118	neutral,neutral	positive,negative	negative,neutral
9119	positive,negative	positive,positive	positive,neutral
9120	positive,positive	neutral,neutral	neutral,neutral
9121	positive,positive	negative,neutral	negative,negative
9122	negative,negative	negative,neutral	negative,negative
9123	neutral,neutral	neutral,positive	neutral,neutral
9124	positive,positive	positive,positive	neutral,positive
9125	positive,positive	negative,neutral	positive,positive
9127	positive,negative	neutral,positive	positive,positive
9128	negative,neutral	negative,neutral	neutral,neutral
9129	positive,positive	positive,positive	positive,positive
9130	neutral,positive	neutral,positive	neutral,positive
9131	neutral,neutral	positive,positive	neutral,positive
9132	negative,negative	neutral,neutral	neutral,neutral
9133	negative,negative	negative,negative	neutral,neutral
9134	negative,negative	neutral,positive	neutral,neutral
9135	neutral,negative	neutral,neutral	positive,neutral
9136	positive,positive	positive,positive	positive,positive
9137	neutral,neutral	positive,positive	negative,negative
9138	positive,positive	positive,positive	positive,positive
9139	positive,positive	positive,neutral	positive,positive
9140	positive,positive	positive,positive	negative,neutral
9141	positive,neutral	positive,positive	positive,neutral
9142	negative,negative	positive,positive	negative,negative
9143	neutral,neutral	positive,positive	positive,positive
9144	neutral,neutral	positive,positive	positive,positive
9145	neutral,neutral	negative,negative	positive,positive
9146	neutral,neutral	neutral,neutral	neutral,neutral
9147	positive,positive	neutral,neutral	positive,positive
9148	neutral,positive	neutral,positive	neutral,positive
9149	neutral,neutral	neutral,neutral	neutral,neutral
9150	neutral,neutral	positive,neutral	neutral,positive
9151	neutral,neutral	neutral,neutral	neutral,neutral
9152	neutral,neutral	neutral,neutral	neutral,positive
9153	positive,neutral	positive,positive	neutral,neutral
9154	positive,positive	positive,neutral	positive,neutral
9155	negative,negative	positive,positive	neutral,neutral
9156	neutral,neutral	neutral,neutral	neutral,neutral
9157	positive,neutral	positive,positive	positive,positive
9159	negative,negative	neutral,neutral	negative,neutral
9160	neutral,neutral	neutral,positive	positive,neutral
9161	neutral,negative	neutral,neutral	neutral,neutral
9162	positive,positive	positive,positive	neutral,neutral
9163	positive,positive	neutral,positive	negative,negative
9164	positive,positive	positive,neutral	negative,negative
9165	positive,positive	positive,neutral	neutral,negative
9166	positive,neutral	positive,neutral	positive,neutral
9167	negative,negative	negative,negative	negative,negative
9168	neutral,neutral	neutral,neutral	neutral,neutral
9169	positive,neutral	neutral,neutral	neutral,neutral
9170	positive,positive	positive,positive	neutral,neutral
9171	positive,positive	negative,neutral	positive,positive
9172	positive,positive	neutral,neutral	negative,neutral
9173	neutral,neutral	neutral,neutral	neutral,neutral
9174	neutral,neutral	positive,positive	positive,positive
9176	positive,positive	positive,positive	positive,positive
9177	positive,negative	neutral,neutral	neutral,neutral
9178	neutral,neutral	neutral,neutral	neutral,neutral
9179	neutral,neutral	negative,positive	neutral,neutral
9180	positive,positive	neutral,positive	positive,positive
9181	neutral,neutral	neutral,neutral	neutral,neutral
9182	neutral,neutral	positive,positive	positive,positive
9183	neutral,negative	positive,neutral	positive,positive
9184	neutral,neutral	positive,neutral	neutral,neutral
9185	neutral,neutral	positive,positive	positive,positive
9186	negative,neutral	positive,positive	neutral,positive
9187	positive,positive	negative,negative	neutral,neutral
9188	positive,positive	positive,positive	positive,neutral
9189	negative,negative	positive,positive	negative,negative
9190	positive,positive	positive,neutral	positive,positive
9191	neutral,neutral	neutral,neutral	neutral,neutral
9192	neutral,neutral	neutral,neutral	neutral,negative
9193	negative,neutral	negative,negative	neutral,neutral
9194	neutral,positive	neutral,neutral	neutral,neutral
9195	positive,positive	negative,neutral	positive,neutral
9196	positive,positive	neutral,negative	neutral,neutral
9197	negative,negative	neutral,neutral	neutral,negative
9198	neutral,neutral	negative,negative	neutral,negative
9199	positive,positive	neutral,neutral	neutral,positive
9200	neutral,negative	neutral,negative	positive,neutral
9201	neutral,neutral	neutral,positive	neutral,neutral
9202	negative,negative	neutral,neutral	neutral,positive
9203	neutral,negative	neutral,negative	negative,negative
9204	negative,negative	neutral,negative	negative,neutral
9205	neutral,negative	positive,neutral	negative,positive
9206	positive,positive	neutral,neutral	negative,negative
9207	neutral,negative	negative,negative	neutral,positive
9208	negative,negative	negative,negative	neutral,neutral
9209	neutral,neutral	neutral,negative	positive,positive
9210	neutral,neutral	positive,positive	positive,neutral
9211	neutral,neutral	neutral,neutral	neutral,neutral
9212	positive,positive	positive,positive	positive,positive
9213	positive,positive	positive,positive	positive,positive
9214	positive,positive	positive,positive	positive,negative
9215	positive,positive	neutral,positive	positive,positive
9216	positive,positive	positive,positive	positive,positive
9217	positive,negative	neutral,positive	neutral,negative
9219	positive,positive	neutral,neutral	positive,positive
9220	neutral,neutral	neutral,neutral	neutral,neutral
9221	positive,positive	positive,positive	positive,neutral
9222	neutral,neutral	neutral,positive	neutral,neutral
9223	neutral,positive	neutral,negative	neutral,neutral
9224	positive,positive	neutral,neutral	positive,positive
9225	neutral,neutral	neutral,negative	negative,negative
9226	positive,neutral	negative,negative	positive,neutral
9227	positive,positive	neutral,negative	positive,positive
9228	positive,neutral	neutral,negative	negative,negative
9229	positive,negative	neutral,neutral	neutral,neutral
9230	neutral,neutral	neutral,neutral	neutral,neutral
9231	positive,positive	neutral,neutral	positive,positive
9232	positive,positive	positive,positive	neutral,neutral
9233	neutral,neutral	positive,positive	positive,neutral
9235	neutral,neutral	neutral,negative	negative,negative
9236	neutral,negative	neutral,negative	neutral,positive
9237	positive,positive	neutral,neutral	negative,negative
9238	negative,negative	positive,negative	neutral,negative
9239	neutral,neutral	neutral,positive	neutral,neutral
9240	neutral,neutral	positive,positive	neutral,neutral
9241	negative,positive	neutral,neutral	positive,positive
